Rank,Win.Points,Loss.Points,n.win,n.loss,total
1152,189,75,7,425,432
1153,205,87,1,431,432
1154,206,87,1,431,432
1155,207,87,1,431,432
1156,208,87,1,431,432
1157,209,87,1,431,432
1158,213,87,1,431,432
1159,216,87,1,431,432
1160,219,87,1,431,432
1161,220,87,1,431,432
1162,225,87,1,431,432
1163,228,87,1,431,432
1164,229,87,1,431,432
1165,231,87,1,431,432
1166,233,87,1,431,432
1167,236,87,1,431,432
1168,238,87,1,431,432
1169,239,87,1,431,432
1170,82,14,420,11,431
1171,84,14,420,11,431
1172,85,18,401,30,431
1173,94,18,401,30,431
1174,71,20,403,28,431
1175,86,29,357,74,431
1176,100,29,357,74,431
1177,106,40,296,135,431
1178,114,49,194,237,431
1179,123,53,173,258,431
1180,163,67,34,397,431
1181,143,69,71,360,431
1182,163,70,34,397,431
1183,75,11,425,6,431
1184,159,77,39,392,431
1185,83,6,427,4,431
1186,83,7,427,4,431
1187,140,99,82,349,431
1188,179,78,9,422,431
1189,180,82,11,420,431
1190,180,84,11,420,431
1191,181,73,8,423,431
1192,182,73,8,423,431
1193,184,78,9,422,431
1194,184,80,9,422,431
1195,185,73,8,423,431
1196,188,75,6,425,431
1197,190,83,4,427,431
1198,195,83,4,427,431
1199,199,83,4,427,431
1200,76,13,415,15,430
1201,76,15,415,15,430
1202,76,17,415,15,430
1203,85,21,401,29,430
1204,94,21,401,29,430
1205,89,24,377,53,430
1206,91,32,358,72,430
1207,96,32,358,72,430
1208,106,38,296,134,430
1209,124,59,154,276,430
1210,130,61,104,326,430
1211,152,67,33,397,430
1212,158,72,26,404,430
1213,75,12,425,5,430
1214,82,8,420,10,430
1215,82,10,420,10,430
1216,83,2,427,3,430
1217,84,8,420,10,430
1218,161,85,29,401,430
1219,161,94,29,401,430
1220,166,74,31,399,430
1221,168,76,15,415,430
1222,176,73,7,423,430
1223,177,82,10,420,430
1224,177,84,10,420,430
1225,178,73,7,423,430
1226,181,78,8,422,430
1227,181,80,8,422,430
1228,182,78,8,422,430
1229,182,80,8,422,430
1230,183,75,5,425,430
1231,185,78,8,422,430
1232,185,80,8,422,430
1233,189,73,7,423,430
1234,191,83,3,427,430
1235,192,83,3,427,430
1236,198,83,3,427,430
1237,211,83,3,427,430
1238,74,18,399,30,429
1239,85,20,401,28,429
1240,94,20,401,28,429
1241,90,23,382,47,429
1242,89,25,377,52,429
1243,63,30,343,86,429
1244,97,33,333,96,429
1245,56,34,329,100,429
1246,101,34,329,100,429
1247,142,62,61,368,429
1248,144,68,67,362,429
1249,73,11,423,6,429
1250,75,6,425,4,429
1251,75,7,425,4,429
1252,83,3,427,2,429
1253,137,97,96,333,429
1254,165,85,28,401,429
1255,165,94,28,401,429
1256,176,78,7,422,429
1257,176,80,7,422,429
1258,178,78,7,422,429
1259,178,80,7,422,429
1260,179,82,9,420,429
1261,179,84,9,420,429
1262,184,82,9,420,429
1263,184,84,9,420,429
1264,186,83,2,427,429
1265,187,78,7,422,429
1266,187,80,7,422,429
1267,188,73,6,423,429
1268,189,78,7,422,429
1269,189,80,7,422,429
1270,190,75,4,425,429
1271,193,83,2,427,429
1272,194,83,2,427,429
1273,195,75,4,425,429
1274,196,83,2,427,429
1275,197,83,2,427,429
1276,199,75,4,425,429
1277,200,83,2,427,429
1278,201,83,2,427,429
1279,204,83,2,427,429
1280,210,83,2,427,429
1281,222,83,2,427,429
1282,74,21,399,29,428
1283,101,35,329,99,428
1284,102,39,290,138,428
1285,110,39,290,138,428
1286,141,66,77,351,428
1287,73,12,423,5,428
1288,161,74,29,399,428
1289,75,2,425,3,428
1290,78,11,422,6,428
1291,80,11,422,6,428
1292,83,1,427,1,428
1293,83,5,427,1,428
1294,143,100,71,357,428
1295,121,108,166,262,428
1296,181,82,8,420,428
1297,181,84,8,420,428
1298,182,82,8,420,428
1299,182,84,8,420,428
1300,183,73,5,423,428
1301,185,82,8,420,428
1302,185,84,8,420,428
1303,188,78,6,422,428
1304,188,80,6,422,428
1305,191,75,3,425,428
1306,192,75,3,425,428
1307,198,75,3,425,428
1308,205,83,1,427,428
1309,206,83,1,427,428
1310,207,83,1,427,428
1311,208,83,1,427,428
1312,209,83,1,427,428
1313,211,75,3,425,428
1314,213,83,1,427,428
1315,216,83,1,427,428
1316,219,83,1,427,428
1317,220,83,1,427,428
1318,225,83,1,427,428
1319,228,83,1,427,428
1320,229,83,1,427,428
1321,231,83,1,427,428
1322,233,83,1,427,428
1323,236,83,1,427,428
1324,238,83,1,427,428
1325,239,83,1,427,428
1326,67,18,397,30,427
1327,70,18,397,30,427
1328,72,19,404,23,427
1329,74,20,399,28,427
1330,98,29,353,74,427
1331,120,50,178,249,427
1332,146,62,59,368,427
1333,73,6,423,4,427
1334,73,7,423,4,427
1335,75,3,425,2,427
1336,76,9,415,12,427
1337,78,12,422,5,427
1338,80,12,422,5,427
1339,148,88,45,382,427
1340,148,90,45,382,427
1341,138,100,70,357,427
1342,173,76,12,415,427
1343,174,76,12,415,427
1344,176,82,7,420,427
1345,176,84,7,420,427
1346,178,82,7,420,427
1347,183,78,5,422,427
1348,183,80,5,422,427
1349,186,75,2,425,427
1350,187,82,7,420,427
1351,187,84,7,420,427
1352,189,82,7,420,427
1353,189,84,7,420,427
1354,190,73,4,423,427
1355,193,75,2,425,427
1356,194,75,2,425,427
1357,195,73,4,423,427
1358,196,75,2,425,427
1359,197,75,2,425,427
1360,199,73,4,423,427
1361,200,75,2,425,427
1362,201,75,2,425,427
1363,204,75,2,425,427
1364,210,75,2,425,427
1365,222,75,2,425,427
1366,76,14,415,11,426
1367,71,19,403,23,426
1368,67,21,397,29,426
1369,70,21,397,29,426
1370,64,30,340,86,426
1371,103,36,303,123,426
1372,132,58,115,311,426
1373,151,68,64,362,426
1374,161,70,29,397,426
1375,162,72,22,404,426
1376,73,2,423,3,426
1377,75,1,425,1,426
1378,75,5,425,1,426
1379,78,6,422,4,426
1380,78,7,422,4,426
1381,80,6,422,4,426
1382,80,7,422,4,426
1383,82,11,420,6,426
1384,84,11,420,6,426
1385,150,88,44,382,426
1386,150,90,44,382,426
1387,147,93,51,375,426
1388,141,99,77,349,426
1389,180,76,11,415,426
1390,188,82,6,420,426
1391,188,84,6,420,426
1392,190,78,4,422,426
1393,190,80,4,422,426
1394,191,73,3,423,426
1395,192,73,3,423,426
1396,195,78,4,422,426
1397,195,80,4,422,426
1398,199,78,4,422,426
1399,199,80,4,422,426
1400,205,75,1,425,426
1401,206,75,1,425,426
1402,207,75,1,425,426
1403,208,75,1,425,426
1404,209,75,1,425,426
1405,211,73,3,423,426
1406,213,75,1,425,426
1407,216,75,1,425,426
1408,219,75,1,425,426
1409,220,75,1,425,426
1410,225,75,1,425,426
1411,228,75,1,425,426
1412,229,75,1,425,426
1413,231,75,1,425,426
1414,233,75,1,425,426
1415,236,75,1,425,426
1416,238,75,1,425,426
1417,67,20,397,28,425
1418,100,28,357,68,425
1419,66,29,351,74,425
1420,104,31,338,87,425
1421,98,32,353,72,425
1422,101,33,329,96,425
1423,137,56,96,329,425
1424,162,71,22,403,425
1425,164,72,21,404,425
1426,73,3,423,2,425
1427,76,8,415,10,425
1428,76,10,415,10,425
1429,152,77,33,392,425
1430,78,2,422,3,425
1431,80,2,422,3,425
1432,84,12,420,5,425
1433,155,89,48,377,425
1434,156,89,48,377,425
1435,147,92,51,374,425
1436,154,93,50,375,425
1437,145,100,68,357,425
1438,165,67,28,397,425
1439,177,76,10,415,425
1440,183,82,5,420,425
1441,183,84,5,420,425
1442,186,73,2,423,425
1443,191,78,3,422,425
1444,191,80,3,422,425
1445,192,78,3,422,425
1446,192,80,3,422,425
1447,193,73,2,423,425
1448,194,73,2,423,425
1449,196,73,2,423,425
1450,197,73,2,423,425
1451,198,78,3,422,425
1452,198,80,3,422,425
1453,201,73,2,423,425
1454,204,73,2,423,425
1455,210,73,2,423,425
1456,211,78,3,422,425
1457,211,80,3,422,425
1458,222,73,2,423,425
1459,85,19,401,23,424
1460,94,19,401,23,424
1461,89,23,377,47,424
1462,65,28,356,68,424
1463,104,30,338,86,424
1464,60,33,328,96,424
1465,102,38,290,134,424
1466,121,53,166,258,424
1467,135,60,96,328,424
1468,73,1,423,1,424
1469,73,5,423,1,424
1470,78,3,422,2,424
1471,80,3,422,2,424
1472,163,81,34,390,424
1473,82,6,420,4,424
1474,82,7,420,4,424
1475,84,6,420,4,424
1476,84,7,420,4,424
1477,143,98,71,353,424
1478,128,110,134,290,424
1479,167,71,21,403,424
1480,171,71,21,403,424
1481,184,76,9,415,424
1482,186,78,2,422,424
1483,186,80,2,422,424
1484,190,82,4,420,424
1485,190,84,4,420,424
1486,193,78,2,422,424
1487,193,80,2,422,424
1488,194,78,2,422,424
1489,194,80,2,422,424
1490,195,82,4,420,424
1491,195,84,4,420,424
1492,196,78,2,422,424
1493,196,80,2,422,424
1494,197,78,2,422,424
1495,197,80,2,422,424
1496,199,82,4,420,424
1497,199,84,4,420,424
1498,200,78,2,422,424
1499,200,80,2,422,424
1500,201,78,2,422,424
1501,201,80,2,422,424
1502,204,78,2,422,424
1503,204,80,2,422,424
1504,205,73,1,423,424
1505,206,73,1,423,424
1506,207,73,1,423,424
1507,208,73,1,423,424
1508,209,73,1,423,424
1509,210,78,2,422,424
1510,210,80,2,422,424
1511,213,73,1,423,424
1512,216,73,1,423,424
1513,219,73,1,423,424
1514,220,73,1,423,424
1515,222,78,2,422,424
1516,222,80,2,422,424
1517,225,73,1,423,424
1518,228,73,1,423,424
1519,229,73,1,423,424
1520,231,73,1,423,424
1521,233,73,1,423,424
1522,238,73,1,423,424
1523,239,73,1,423,424
1524,72,16,404,19,423
1525,69,27,360,63,423
1526,99,29,349,74,423
1527,66,32,351,72,423
1528,158,67,26,397,423
1529,78,1,422,1,423
1530,78,5,422,1,423
1531,80,1,422,1,423
1532,80,5,422,1,423
1533,152,81,33,390,423
1534,82,2,420,3,423
1535,84,2,420,3,423
1536,156,93,48,375,423
1537,162,94,22,401,423
1538,138,98,70,353,423
1539,119,116,211,212,423
1540,166,77,31,392,423
1541,170,72,19,404,423
1542,182,76,8,415,423
1543,185,76,8,415,423
1544,191,82,3,420,423
1545,192,82,3,420,423
1546,192,84,3,420,423
1547,198,82,3,420,423
1548,198,84,3,420,423
1549,205,78,1,422,423
1550,205,80,1,422,423
1551,206,78,1,422,423
1552,206,80,1,422,423
1553,207,78,1,422,423
1554,207,80,1,422,423
1555,208,78,1,422,423
1556,208,80,1,422,423
1557,209,78,1,422,423
1558,209,80,1,422,423
1559,211,82,3,420,423
1560,211,84,3,420,423
1561,213,78,1,422,423
1562,213,80,1,422,423
1563,216,78,1,422,423
1564,216,80,1,422,423
1565,219,78,1,422,423
1566,219,80,1,422,423
1567,220,78,1,422,423
1568,220,80,1,422,423
1569,225,78,1,422,423
1570,225,80,1,422,423
1571,228,78,1,422,423
1572,228,80,1,422,423
1573,229,78,1,422,423
1574,229,80,1,422,423
1575,231,78,1,422,423
1576,231,80,1,422,423
1577,233,78,1,422,423
1578,233,80,1,422,423
1579,236,78,1,422,423
1580,236,80,1,422,423
1581,238,78,1,422,423
1582,238,80,1,422,423
1583,239,78,1,422,423
1584,239,80,1,422,423
1585,71,16,403,19,422
1586,77,18,392,30,422
1587,74,19,399,23,422
1588,90,22,382,40,422
1589,93,23,375,47,422
1590,61,33,326,96,422
1591,51,41,263,159,422
1592,123,50,173,249,422
1593,136,56,93,329,422
1594,143,66,71,351,422
1595,80,80,422,422,422
1596,82,3,420,2,422
1597,84,3,420,2,422
1598,164,85,21,401,422
1599,151,91,64,358,422
1600,156,92,48,374,422
1601,164,94,21,401,422
1602,151,96,64,358,422
1603,121,109,166,256,422
1604,170,71,19,403,422
1605,171,85,21,401,422
1606,171,94,21,401,422
1607,176,76,7,415,422
1608,178,76,7,415,422
1609,186,82,2,420,422
1610,186,84,2,420,422
1611,187,76,7,415,422
1612,189,76,7,415,422
1613,193,84,2,420,422
1614,194,82,2,420,422
1615,194,84,2,420,422
1616,196,82,2,420,422
1617,196,84,2,420,422
1618,197,82,2,420,422
1619,197,84,2,420,422
1620,200,82,2,420,422
1621,200,84,2,420,422
1622,201,82,2,420,422
1623,201,84,2,420,422
1624,204,82,2,420,422
1625,204,84,2,420,422
1626,210,84,2,420,422
1627,222,82,2,420,422
1628,222,84,2,420,422
1629,77,21,392,29,421
1630,92,23,374,47,421
1631,62,24,368,53,421
1632,96,27,358,63,421
1633,98,28,353,68,421
1634,95,32,349,72,421
1635,99,32,349,72,421
1636,55,36,298,123,421
1637,108,41,262,159,421
1638,146,68,59,362,421
1639,162,74,22,399,421
1640,76,11,415,6,421
1641,161,77,29,392,421
1642,82,1,420,1,421
1643,82,5,420,1,421
1644,84,1,420,1,421
1645,84,5,420,1,421
1646,151,86,64,357,421
1647,157,88,39,382,421
1648,159,88,39,382,421
1649,150,89,44,377,421
1650,149,91,63,358,421
1651,145,98,68,353,421
1652,166,81,31,390,421
1653,169,72,17,404,421
1654,188,76,6,415,421
1655,205,82,1,420,421
1656,205,84,1,420,421
1657,206,82,1,420,421
1658,206,84,1,420,421
1659,207,82,1,420,421
1660,207,84,1,420,421
1661,208,82,1,420,421
1662,208,84,1,420,421
1663,209,82,1,420,421
1664,209,84,1,420,421
1665,213,82,1,420,421
1666,213,84,1,420,421
1667,216,82,1,420,421
1668,216,84,1,420,421
1669,219,82,1,420,421
1670,219,84,1,420,421
1671,220,82,1,420,421
1672,220,84,1,420,421
1673,225,82,1,420,421
1674,225,84,1,420,421
1675,228,82,1,420,421
1676,228,84,1,420,421
1677,229,82,1,420,421
1678,229,84,1,420,421
1679,231,82,1,420,421
1680,231,84,1,420,421
1681,233,82,1,420,421
1682,233,84,1,420,421
1683,236,82,1,420,421
1684,236,84,1,420,421
1685,238,82,1,420,421
1686,238,84,1,420,421
1687,239,82,1,420,421
1688,239,84,1,420,421
1689,94,16,401,19,420
1690,70,19,397,23,420
1691,77,20,392,28,420
1692,62,25,368,52,420
1693,86,27,357,63,420
1694,100,27,357,63,420
1695,76,12,415,5,420
1696,82,82,420,420,420
1697,149,86,63,357,420
1698,143,99,71,349,420
1699,149,100,63,357,420
1700,165,77,28,392,420
1701,169,71,17,403,420
1702,170,94,19,401,420
1703,171,74,21,399,420
1704,183,76,5,415,420
1705,72,13,404,15,419
1706,72,15,404,15,419
1707,72,17,404,15,419
1708,69,26,360,59,419
1709,97,30,333,86,419
1710,131,57,110,309,419
1711,149,65,63,356,419
1712,162,67,22,397,419
1713,146,69,59,360,419
1714,162,70,22,397,419
1715,76,6,415,4,419
1716,76,7,415,4,419
1717,161,81,29,390,419
1718,148,92,45,374,419
1719,142,96,61,358,419
1720,168,72,15,404,419
1721,172,72,15,404,419
1722,190,76,4,415,419
1723,195,76,4,415,419
1724,199,76,4,415,419
1725,74,16,399,19,418
1726,71,17,403,15,418
1727,139,64,78,340,418
1728,144,66,67,351,418
1729,164,67,21,397,418
1730,76,2,415,3,418
1731,158,77,26,392,418
1732,150,92,44,374,418
1733,142,100,61,357,418
1734,165,81,28,390,418
1735,167,67,21,397,418
1736,167,70,21,397,418
1737,168,71,15,403,418
1738,169,94,17,401,418
1739,170,74,19,399,418
1740,171,67,21,397,418
1741,171,70,21,397,418
1742,175,72,14,404,418
1743,191,76,3,415,418
1744,192,76,3,415,418
1745,198,76,3,415,418
1746,211,76,3,415,418
1747,99,28,349,68,417
1748,63,29,343,74,417
1749,107,40,282,135,417
1750,124,51,154,263,417
1751,142,65,61,356,417
1752,76,3,415,2,417
1753,160,88,35,382,417
1754,160,90,35,382,417
1755,146,91,59,358,417
1756,145,95,68,349,417
1757,175,71,14,403,417
1758,186,76,2,415,417
1759,193,76,2,415,417
1760,194,76,2,415,417
1761,196,76,2,415,417
1762,197,76,2,415,417
1763,200,76,2,415,417
1764,201,76,2,415,417
1765,204,76,2,415,417
1766,210,76,2,415,417
1767,222,76,2,415,417
1768,85,13,401,15,416
1769,94,13,401,15,416
1770,85,15,401,15,416
1771,94,15,401,15,416
1772,67,16,397,19,416
1773,70,16,397,19,416
1774,94,17,401,15,416
1775,86,26,357,59,416
1776,100,26,357,59,416
1777,102,37,290,126,416
1778,122,49,179,237,416
1779,122,52,179,237,416
1780,72,9,404,12,416
1781,76,1,415,1,416
1782,76,5,415,1,416
1783,163,88,34,382,416
1784,159,89,39,377,416
1785,163,90,34,382,416
1786,144,95,67,349,416
1787,144,99,67,349,416
1788,146,100,59,357,416
1789,139,104,78,338,416
1790,168,85,15,401,416
1791,168,94,15,401,416
1792,169,74,17,399,416
1793,170,67,19,397,416
1794,170,70,19,397,416
1795,172,85,15,401,416
1796,172,94,15,401,416
1797,173,72,12,404,416
1798,174,72,12,404,416
1799,205,76,1,415,416
1800,206,76,1,415,416
1801,207,76,1,415,416
1802,208,76,1,415,416
1803,209,76,1,415,416
1804,213,76,1,415,416
1805,216,76,1,415,416
1806,219,76,1,415,416
1807,220,76,1,415,416
1808,225,76,1,415,416
1809,228,76,1,415,416
1810,229,76,1,415,416
1811,231,76,1,415,416
1812,233,76,1,415,416
1813,236,76,1,415,416
1814,238,76,1,415,416
1815,239,76,1,415,416
1816,72,14,404,11,415
1817,77,19,392,23,415
1818,93,22,375,40,415
1819,62,23,368,47,415
1820,65,26,356,59,415
1821,101,30,329,86,415
1822,60,31,328,87,415
1823,120,49,178,237,415
1824,127,51,152,263,415
1825,132,54,115,300,415
1826,146,65,59,356,415
1827,71,9,403,12,415
1828,152,90,33,382,415
1829,120,112,178,237,415
1830,117,115,207,208,415
1831,173,71,12,403,415
1832,175,85,14,401,415
1833,175,94,14,401,415
1834,180,72,11,404,415
1835,74,13,399,15,414
1836,71,14,403,11,414
1837,74,15,399,15,414
1838,74,17,399,15,414
1839,92,22,374,40,414
1840,64,29,340,74,414
1841,60,30,328,86,414
1842,108,42,262,152,414
1843,116,45,212,202,414
1844,149,66,63,351,414
1845,72,8,404,10,414
1846,72,10,404,10,414
1847,162,77,22,392,414
1848,159,93,39,375,414
1849,130,105,104,310,414
1850,127,108,152,262,414
1851,168,74,15,399,414
1852,169,67,17,397,414
1853,169,70,17,397,414
1854,172,74,15,399,414
1855,177,72,10,404,414
1856,180,71,11,403,414
1857,81,19,390,23,413
1858,119,45,211,202,413
1859,148,62,45,368,413
1860,71,8,403,10,413
1861,71,10,403,10,413
1862,85,9,401,12,413
1863,157,92,39,374,413
1864,94,9,401,12,413
1865,151,95,64,349,413
1866,166,88,31,382,413
1867,167,77,21,392,413
1868,171,77,21,392,413
1869,173,94,12,401,413
1870,174,94,12,401,413
1871,177,71,10,403,413
1872,179,72,9,404,413
1873,184,72,9,404,413
1874,67,13,397,15,412
1875,70,13,397,15,412
1876,85,14,401,11,412
1877,94,14,401,11,412
1878,67,15,397,15,412
1879,70,15,397,15,412
1880,67,17,397,15,412
1881,88,18,382,30,412
1882,90,18,382,30,412
1883,69,25,360,52,412
1884,98,26,353,59,412
1885,95,27,349,63,412
1886,104,29,338,74,412
1887,64,32,340,72,412
1888,160,89,35,377,412
1889,149,95,63,349,412
1890,146,98,59,353,412
1891,149,99,63,349,412
1892,168,67,15,397,412
1893,168,70,15,397,412
1894,172,67,15,397,412
1895,179,71,9,403,412
1896,180,85,11,401,412
1897,180,94,11,401,412
1898,181,72,8,404,412
1899,182,72,8,404,412
1900,184,71,9,403,412
1901,185,72,8,404,412
1902,77,16,392,19,411
1903,88,21,382,29,411
1904,90,21,382,29,411
1905,91,24,358,53,411
1906,145,63,68,343,411
1907,147,69,51,360,411
1908,74,9,399,12,411
1909,164,81,21,390,411
1910,85,8,401,10,411
1911,85,10,401,10,411
1912,161,88,29,382,411
1913,163,89,34,377,411
1914,94,8,401,10,411
1915,94,10,401,10,411
1916,139,97,78,333,411
1917,132,106,115,296,411
1918,167,81,21,390,411
1919,170,77,19,392,411
1920,171,81,21,390,411
1921,173,74,12,399,411
1922,174,74,12,399,411
1923,175,67,14,397,411
1924,175,70,14,397,411
1925,176,72,7,404,411
1926,177,85,10,401,411
1927,178,72,7,404,411
1928,181,71,8,403,411
1929,182,71,8,403,411
1930,185,71,8,403,411
1931,187,72,7,404,411
1932,189,72,7,404,411
1933,74,14,399,11,410
1934,88,20,382,28,410
1935,90,20,382,28,410
1936,86,24,357,53,410
1937,100,24,357,53,410
1938,91,25,358,52,410
1939,96,25,358,52,410
1940,105,34,310,100,410
1941,115,45,208,202,410
1942,123,52,173,237,410
1943,126,53,152,258,410
1944,127,53,152,258,410
1945,131,54,110,300,410
1946,144,63,67,343,410
1947,146,66,59,351,410
1948,155,68,48,362,410
1949,156,68,48,362,410
1950,154,69,50,360,410
1951,72,11,404,6,410
1952,152,89,33,377,410
1953,160,93,35,375,410
1954,142,95,61,349,410
1955,142,99,61,349,410
1956,165,88,28,382,410
1957,165,90,28,382,410
1958,176,71,7,403,410
1959,178,71,7,403,410
1960,179,85,9,401,410
1961,179,94,9,401,410
1962,180,74,11,399,410
1963,184,85,9,401,410
1964,184,94,9,401,410
1965,188,72,6,404,410
1966,189,71,7,403,410
1967,81,16,390,19,409
1968,65,24,356,53,409
1969,105,35,310,99,409
1970,115,46,208,201,409
1971,67,9,397,12,409
1972,153,69,49,360,409
1973,70,9,397,12,409
1974,71,11,403,6,409
1975,72,12,404,5,409
1976,74,8,399,10,409
1977,74,10,399,10,409
1978,160,92,35,374,409
1979,143,104,71,338,409
1980,170,81,19,390,409
1981,173,67,12,397,409
1982,173,70,12,397,409
1983,174,67,12,397,409
1984,174,70,12,397,409
1985,177,74,10,399,409
1986,181,85,8,401,409
1987,181,94,8,401,409
1988,182,85,8,401,409
1989,182,94,8,401,409
1990,183,72,5,404,409
1991,185,85,8,401,409
1992,185,94,8,401,409
1993,67,14,397,11,408
1994,70,14,397,11,408
1995,65,25,356,52,408
1996,95,26,349,59,408
1997,99,26,349,59,408
1998,64,28,340,68,408
1999,107,37,282,126,408
2000,50,41,249,159,408
2001,109,42,256,152,408
2002,112,43,237,171,408
2003,131,55,110,298,408
2004,156,69,48,360,408
2005,71,12,403,5,408
2006,72,6,404,4,408
2007,72,7,404,4,408
2008,158,88,26,382,408
2009,158,90,26,382,408
2010,154,91,50,358,408
2011,163,92,34,374,408
2012,146,95,59,349,408
2013,154,96,50,358,408
2014,146,99,59,349,408
2015,147,100,51,357,408
2016,138,104,70,338,408
2017,133,107,126,282,408
2018,126,109,152,256,408
2019,166,89,31,377,408
2020,176,85,7,401,408
2021,176,94,7,401,408
2022,178,85,7,401,408
2023,178,94,7,401,408
2024,179,74,9,399,408
2025,180,67,11,397,408
2026,183,71,5,403,408
2027,184,74,9,399,408
2028,187,85,7,401,408
2029,187,94,7,401,408
2030,189,85,7,401,408
2031,189,94,7,401,408
2032,190,72,4,404,408
2033,195,72,4,404,408
2034,199,72,4,404,408
2035,77,13,392,15,407
2036,77,15,392,15,407
2037,77,17,392,15,407
2038,89,18,377,30,407
